penulis,id_user,waktu,isi_tweet,label
Zahra Amalia,@Zahra Amalia,2025-05-08T08:15:43.000Z,Murid saya mahasiswa semua dan penggunaan chatgpt di kelas tidak ada hubungannya dengan consent.,0
al :3,@al :3,2024-09-23T17:46:43.000Z,bangkeee curhat ama chatgpt jadi makin bikin gak yakin ini gimana nih di saat-saat seperti ini selalu keinget orang yang bilang kalo mahasiswa lack of the ability to make a decision,-1
R.,@R.,2024-10-15T15:48:43.000Z,kalo gaada chatgpt kayaknya w nyerah jadi mahasiswa,1
nul micro fiber,@nul micro fiber,2025-04-27T00:20:29.000Z,� peran chatGPT sebagai some one to talk dan support sistem untuk mahasiswa teknologi informasi universitas brawijaya �,1
kendall,@kendall,2025-03-29T10:34:53.000Z,"kata aku ya kalian mahasiswa gaada alesan buat ga dapet ipk di atas 3.5 di era chatgpt ini, i mean back then kuliah tuh susah bcs ga semua dosen bisa ngajar dan ngejelasin satu2 sampe kita ngerti, but chatgpt sabar bangett ihh",1
annah,@annah,2024-09-04T11:06:53.000Z,yaallah... udah jadi mahasiswa... masa gabisa prafarase... lgsg copas gt dsri chatgpt... cok... lu udh dewasa jir...,-1
yupiyy,@yupiyy,2024-02-26T16:01:37.000Z,chatgpt emg pemersatu mahasiswa,1
syalalalalala,@syalalalalala,2024-08-07T23:03:13.000Z,Ada yang jual chat GPT plus ga ya? Yang bisa pake dimensions AI  #zonauang #chatGPT #butuhuang #mahasiswa #kuliah #pelajar #DimensionsAI,0
ranituran at blue,@ranituran at blue,2024-07-20T13:57:02.000Z,"barusan malah ada influencer yg ngelist AI buat mahasiswa, termasuk chatgpt sama midjourney. viewsnya 2jt coba. gila emang normies.",-1
cheva,@cheva,2024-10-03T15:13:40.000Z,kalo perhatiin materi di kelas pak burhan pasti bakal bisa mendeteksi mana mahasiswa yg nanya receh chatgpt mana yg nanya beneran,0
sunibfess,@sunibfess,2025-07-15T09:19:23.000Z,"apa opini kalian ttg org yg ikut lomba essay tapi full dibikinin chatgpt? makin sini makin miris, jadi budak ai padahal udah mahasiswa, rip critical thinking",-1
Mohammad Shihab,@Mohammad Shihab,2024-07-21T07:40:48.000Z,"Saya pernah lisan gini Pak. Fase awal semangat. Fase kedua udah mulai ga fokus. Fase terakhir udah muak   Tapi enaknya, penilaian jadi lebih cepat   Mahasiswa ChatGPT dan Gemini lover tak berkutik",0
Daniel Kurniawan,@Daniel Kurniawan,2025-07-13T05:15:45.000Z,Mulai jenuh baca kalimat ngambang was wes wos tipikal chatgpt di paper mahasiswa.,-1
??alika! ?,@??alika! ?,2025-12-03T08:39:49.000Z,"Malaaass, aku lagi periksa logbook praktikum mahasiswa isinya pada pakai chatgpt semua. Aku cari daftar pustakanya juga cuma jurnal gaib.",-1
Kompas.com,@Kompas.com,2024-06-03T00:06:35.000Z,"OpenAI mengumumkan ChatGPT Edu pada akhir Mei lalu. ChatGPT Edu merupakan versi khusus dari ChatGPT yang dirancang untuk universitas agar dapat menerapkan AI secara bertanggung jawab kepada mahasiswa, dosen, peneliti, dan operasional kampus.",0
"`navy hits 4,6k ? �??","@`navy hits 4,6k ? �??",2024-10-27T11:31:28.000Z,"chatgpt ini ganggu banget dah, mahasiswa jadinya apa apa chatgpt, ada di buku carinya di chatgpt, padahal jelas jelas ada di buku dan gue highlight???? masih aja kekeh cari jawaban di chatgpt",-1
mba dos,@mba dos,2025-07-21T13:42:47.000Z,Tanya chatgpt biaya hidup 1 bulan di australi sbg mahasiswa butuh sekitar 40-50jt,0
ketombe gimbal ??,@ketombe gimbal ??,2024-05-19T05:27:21.000Z,"2020 gue udah skeptis sama mahasiswa lulusan tahun itu krn banyak bgt celah nilainya hanya formalitas, kelas online ga niat, dll. 2024 makin gapercaya krn everything bisa dikerjain pake chatgpt, AI",-1
Lapis Legit,@Lapis Legit,2024-07-24T10:45:18.000Z,"Dikandani ra ngerti dikandani, tak sampluk lambene jedir baru tau rasa   Udah berasa balik ke jaman dulu, sekelas mahasiswa masih percaya 100persen sama chatgpt dkk buat bikin essay basing. Segoblok�nya aku sama basing ga lah mau percaya alat gituan nyet..  Sakit kepala liatnya",-1
Hou,@Hou,2024-12-20T22:46:36.000Z,<- sebuah potret mahasiswa yang telah menyelesaikan paper terakhir semester ini meskipun temen satu kelompoknya semuanya pake chatgpt dan ga di parafrasa alhasil mahasiswa ini perlu mengedit paperny lagi hingga pagi,-1
matthew,@matthew,2025-05-22T10:06:24.000Z,klo dosen bleh pake chatGPT knp mahasiswa gk bleh?,-1
Shanquidward si Rambut Merah,@Shanquidward si Rambut Merah,2024-10-12T04:47:20.000Z,"Kayanya agak geser nih sekarang, nyari info ga di google lagi tapi chatgpt  rasanya lebih enak jadi mahasiswa jaman sekarang, AI berseliweran. Tapi gatau juga nih dosennya bakal ngeuh ga ya kalo pake AI",0
SUROBOYOFESS,@SUROBOYOFESS,2025-08-27T12:50:09.000Z,"Halo -rek tmn� mahasiswa   kbtulan aku lgi ngembangin sebuah bot (ala-ala chatGPT/ Grok) namanya Ti. Dan untuk sekarang bot-nya ini lagi di tahap uji coba nih, dan aku bth bantuan kalian sebagai tester...  Untuk linknya kuisioner nya nnti ada di rep  Makasih bgt yaa..",0
Hanna Amanda,@Hanna Amanda,2024-12-03T10:33:45.000Z,chatGPT & copilot for the rescue!  apalagi 2 hari lagi sudah disuruh ngumpulin materi tapi dasar materinya aja sebagian besar mahasiswa di kelas kagak paham!,1
Korban_Diet,@Korban_Diet,2023-12-22T15:46:19.000Z,mirisssss MAHASISWA KAKEAN CHATGPT persoalan mindah tabel teko word nang excel ae gaiso dan njaluk tolong sedangkan aku y due jobdesk yg lebih berat loh bro padahal y mek kari CTRL C + CTRL V,-1
phee (rant),@phee (rant),2023-12-31T02:22:36.000Z,dulu sebelum ada chatgpt kok mahasiswa bisa lulus ya,-1
Dr. Irvan Kartawiria,@Dr. Irvan Kartawiria,2023-03-14T03:55:55.000Z,"Kemaren di kelas saya dan mahasiswa eksplor satu topik particle technology pake ChatGPT. Sekalian ngajarin kalau jawaban ChatGPT sering nggak akurat kalau topiknya too specific.  Di akhir kelas, ada yg masukin pertanyaan: ""Kenapa sih semua cowok sama aja?""  Jawabannya.. menarik",1
biyaA ^^,@biyaA ^^,2024-01-20T16:15:12.000Z,HAH HISENG PAKE CHATGPT WKAKAKAK bener bener tipikal mahasiswa banget,0
fath,@fath,2024-06-08T20:36:51.000Z,"Thanks to chatgpt sudah membantu ngoding mahasiswa yg scriptnya error di siang hari, kemudian baru disentuh lagi jam 2 pagi",1
tu.chandra27,@tu.chandra27,2023-02-28T07:43:03.000Z,ChatGPT heronya mahasiswa pecinta deadline,1
Fia ???,@Fia ???,2024-05-01T12:38:10.000Z,"Karena musim penilaian UTS mahasiswa, izenk tanya dong sama warga X, kalau ada guru/pengajar/dosen ngasih nilai ujian murid/mahasiswa pakai kecerdasan artifisial (AI) macam ChatGPT dll, gimana tuh? Setuju, nggak setuju, atau setuju dgn catatan atau yg laennya? Penasaran",0
notluz,@notluz,2023-10-12T05:18:37.000Z,aku tanpa chatgpt dan internet hanya seoongok mahasiswa yang tidak berguna.,-1
Sean.,@Sean.,2024-06-10T14:38:20.000Z,Titik terendah mahasiswa adalah looking for theory in chatgpt (gua).,-1
sin,@sin,2024-04-14T15:10:06.000Z,Bocil crytobros ava turn A ungu bilang kuliah ga berguna. Mahasiswa yang lulus kuliah pake ChatGPT.  We're doomed on every ends.,-1
Ahmad Sahidah (???),@Ahmad Sahidah (???),2023-12-27T12:19:55.000Z,"Saya menjadi juri untuk lomba esai POMAS  @UNUJAOFFICIAL . Banyak mahasiswa yang mengacu pada Victor Frankel dalam menemukan gagasan tentang makna hidup.   Hebat, mereka telah mencoba mencandra hidup dari bacaannya di tengah kegemaran pencarian instan pelajar melalui ChatGPT.",1
??mysa?.,@??mysa?.,2024-07-24T06:02:01.000Z,eh sekarang kenapa jadi hal wajar ya mahasiswa pada pakai chatgpt anjir tadi adik tingkat pada ngomong kaget dikit soalnya selama ini gw nyari apa2 ya klau ga di scholar atau scihub,-1
Tweeted by:,@Tweeted by:,2023-06-07T01:00:47.000Z,"Mahasiswa IT zaman sekarang:  ~ bawa laptop game super tebal ~ bawa handphone ~ tidak bawa buku dan bolpen ~ apapun problemnya, ChatGPT solusinya.   Ada tambahan?",0
ruds,@ruds,2023-03-07T07:15:28.000Z,universitas fafifu soal AI tapi gak ngasih akses API keys premium buat chatgpt ke mahasiswa mah tendang aja,-1
Alberto Balsalm,@Alberto Balsalm,2024-09-14T12:13:37.000Z,mahasiswa lulusan hasil googling aja udah aneh2 apalagi hasil chatgpt,-1
g�s,@g�s,2024-01-24T10:35:59.000Z,mahasiswa sekarang pada pake chatgpt? what happen to parafrase dan ngarang-tapi-relevan?,-1
_onenk,@_onenk,2023-11-15T16:04:53.000Z,aku benci banget kek skg mahasiswa apa� chatgpt babi kek gaada effort samsek skg,-1
Mocha,@Mocha,2025-04-17T03:00:49.000Z,"Awowkwkwkw ko ada mahasiswa ngisi diskusi sumber yg dicamtumi ai, copas link chatgpt lagi ajg",-1
taufiq,@taufiq,2024-03-30T05:30:43.000Z,Diskusi mahasiswa dikontrol oleh AI  Materi presentasi dari chatGPT Pertanyaan audiens dari chatGPT Jawaban pemateri dari chatGPT,-1
Fajar Sidik,@Fajar Sidik,2023-03-13T18:53:32.000Z,"Klo pandangan dosen mengenai ChatGPT dan aplikasi AI lainnya gimana ya? Sekarang mahasiswa pada make untuk tugasnya, dan bukankah itu plagiarism? Memang dulu pas mahasiswa sih masih copy paste tapi adalah edit dikit dipoles dikit dengan otak, sedih juga ya..",-1
Grok,@Grok,2026-01-19T13:33:14.000Z,"Ya, di UAE ada program serupa. Pemerintah UAE memberikan akses gratis ke ChatGPT Plus untuk seluruh warga dan penduduk melalui kemitraan dengan OpenAI. Ini bagian dari inisiatif untuk tingkatkan adopsi AI. Selain itu, ada 'AI for All' dengan Google untuk mahasiswa.",1
Veno Mahakesa,@Veno Mahakesa,2024-10-28T13:47:05.000Z,Mengeja jawaban dr pikiran itu lebih indah dibanding dr chatgpt (teruntuk mahasiswa-mahasiswa yang sedang dalam diskusi),-1
ini budi,@ini budi,2023-02-21T01:02:16.000Z,Sam altman nya chatGPT Lagi2 mahasiswa drop out,0
Ranss_,@Ranss_,2026-01-23T01:36:17.000Z,"Dlu waktu mahasiswa, lulus matkul udah syukur puji Tuhan. Skrng, mahasiswa aing ga dpt A pada protes. He ente modal copas chatgpt lalu merasa layak dapat A?",-1
Papa saya bukan agen CIA,@Papa saya bukan agen CIA,2025-10-04T10:26:45.000Z,"Kyny jadi mahasiswa jaman skg susah jg ya biar gk tergoda pake chatgpt dkk utk ngoding...  Sehingga mungkin makin susah juga nyari yg jalan berpikirnya runut, terstruktur... dan terutama efisien",-1
Andika Rooseno Aji,@Andika Rooseno Aji,2023-07-14T12:57:26.000Z,"Ketika ada seorang mahasiswa sedang sidang, di depannya ada laptop yang terpampang web chatgpt, dan dalam hati ku bilang, ""ah, dasar ampas.."".",-1
Grok,@Grok,2025-04-06T03:22:38.000Z,"Halo  @osmondiet ! Dari analisa profil X kamu, sepertinya kamu mahasiswa atau lulusan ITB yang suka bahas teknologi, seperti AI (ChatGPT & Grok), agama Kristen (lihat dari referensi Injil), dan budaya pop. Aktif di X, kamu humoris, suka diskusi, dan reflektif. Postinganmu",0
han,@han,2025-05-14T02:47:55.000Z,"sakit bukannya ke dokter malah ke chatgpt (pls jgn marahin ak dokter/mahasiswa kedokteran, emang blm sempet ke dokter aja )",0
Grok,@Grok,2025-12-17T17:53:31.000Z,"AI LISA adalah chatbot pengembangan UGM untuk layanan mahasiswa, masih dalam tahap training dengan data terbatas. Diluncurkan untuk uji coba internal, bukan produk final seperti ChatGPT. Kesalahan soal status Jokowi karena keterbatasan data, bukan konspirasi. UGM klarifikasi",0
Ranger Pink,@Ranger Pink,2023-06-18T20:00:12.000Z,perplexity dan chatgpt sahabat mahasiswa,1
Pers Suara Mahasiswa,@Pers Suara Mahasiswa,2023-07-28T03:47:46.000Z,"Chat Generative Pre-training Transformer (ChatGPT) adalah fenomena yang udah gak asing, apalagi di kalangan mahasiswa yang ngerjain tugasnya sering kebut semalam. Padahal akurasi kecerdasan ChatGPT ini belum benar seratus persen. Kira-kira gimana cara mengatasi fenomena ini?",0
miRANG? ???,@miRANG? ???,2023-10-02T13:53:39.000Z,anying mahasiswa dan chatgpt ini beneran jadi bestie,1
M. Irfan Hidayatullah,@M. Irfan Hidayatullah,2023-02-20T06:19:34.000Z,"Kenapa Takut ChatGPT?  Mungkin alasannya berkaitan dengan kreativitas dan orisinalitas. Namun,  bukankah selama ini memang permasalahan tersebut sudah ada?  Masyarakat, khususnya pelajar dan mahasiswa cenderung malas menjadi kreator dari nol (lewat gagasan dan tulisan)?",0
istri gojo satoru,@istri gojo satoru,2023-12-06T08:33:15.000Z,"Aku pake buat dapat kerangka pikiran, Chatgpt ndak selamanya akurat, perlu diteliti dan juga kentara kalau cuma asal copas doang mah sama dosen aku biasa",0
Dosen Masa Depan,@Dosen Masa Depan,2025-01-15T06:48:44.000Z,"Dosen CPNS, gelar S2/S3 bidang ilmu linear. Lulus CAT, skor peringkat atas, jd bisa dibilang potensi akademik di atas rata2 dong ya. IRL, tar kl uda masuk ke kampus, disuruh jadi panitia jalan sehat Dies Natalis, diminta bikin naskah sambutan buat pejabad, ya pake ChatGPT.",-1
UPPIFESS,@UPPIFESS,2025-09-16T10:18:52.000Z,"!Upi kelas 2 jam full dengerin temen presentasi dari chatgpt, tanya jawab pun pertanyaannya dari chatgpt, jawabannya dari chatgpt. Dosen gak ngasih arahan alesannya kurikulum mErDeKA tapi materi ga sesuai dikit di GORENG  indahnya bumsil",-1
isa,@isa,2026-02-15T06:50:13.000Z,kekny gw lebih sering berdiskusi sama chatgpt drpd dosen gw,-1
bitii,@bitii,2025-12-31T11:22:27.000Z,"njir nilaiku jelek bgt sat, dosen apa tidak bisa membedakan jawaban dari chatgpt sama jawaban pure",-1
ceka ?,@ceka ?,2024-09-13T06:54:39.000Z,pernah gak diajarin cara pake chatgpt sama dosen di sosialisasi kelulusan,0
Kamil,@Kamil,2026-01-13T07:13:57.000Z,"Just a random thoughts:  Kalau lo nemu dosen yang waktu nguji penelitian memberikan input berasaskan ChatGPT, apa yang lo lakukan?",-1
RianHS,@RianHS,2024-07-09T08:15:49.000Z,"Sejak switch career jadi dosen,  saya jadi re-learning statistics.   Hari ini nyoba pakai RStudio. So far so good (karena didukung oleh paid version of ChatGPT)",1
lilie #BOTHSIDES ???,@lilie #BOTHSIDES ???,2025-05-16T13:39:19.000Z,wkwkkw udah ditahap disuruh dosen pake chatgpt,1
vi,@vi,2024-09-29T17:19:12.000Z,"eh jujur, gara2 gw belum ngerti dgn analisis data nya + belum konsul kedua sama dosen, gw terpaksa pake chatgpt buat bikin analisis nya anjir...   Teori2 nya udah tau sih, tapi tetep aja kek belum tau gimana cara analisis yang bener nya",0
yespapa,@yespapa,2024-02-13T02:32:32.000Z,Di ajarin cara pake chatgpt sm dosen ak,1
f,@f,2024-05-08T10:48:02.000Z,"abis lulus nanti, aku beneran ga bakal lupain kebaikan ayah dan ibu, anak nano 20, dospem 1, dospem 2, dosen penguji, buyer nasi ayam, buyer ayam marinasi, buyer chatgpt, buyer nasi tahu, sirkel sma, flop coffee, dan bbrp yg mungkin belum kesebut",1
nev,@nev,2025-12-10T09:02:47.000Z,"mau chatgpt premium dong. tawarin pls, abis diledek dosen chatgpt ngaco gara gara ga premium. hhhh desperate #zonauang",-1
pagikucerahku,@pagikucerahku,2025-06-02T05:03:12.000Z,another kekocakan pagi ini adalah feedback dari dosen gw dari chatgpt,-1
Padli,@Padli,2024-10-08T13:31:53.000Z,"siapa sangka, dosen pun suka pakai chatGPT",0
Mona,@Mona,2023-02-10T04:49:58.000Z,"Iri dah ama anak kuliahan jaman sekarang, kalo susah konsultasi ama dosen tinggal tanya prof ChatGPT",1
Tukang batu,@Tukang batu,2023-02-24T07:48:16.000Z,sini guys kelas hukper chatgpt lagi diroasting dosen gue seru bgt,-1
candy,@candy,2025-05-21T06:41:23.000Z,"Kemarin pas sidang jawab pertanyaan dosen dengan ""menurut literatur yang saya baca"" tapi literaturnya chatgpt",-1
`?,@`?,2023-10-26T14:43:42.000Z,"Pas dosen bilang  ""Saya tau loh sebenernya siapa yg pake chatGPT, soalnya saya submit juga""  Dada w langsung bunyi opening netflix sumpah",-1
al,@al,2023-10-27T10:01:08.000Z,yaallah ni dosen ketawa kali ya liat jawaban uts gw yg udh liat chatgpt tp msh ga nyambung,-1
swensea,@swensea,2025-10-07T09:05:54.000Z,stop nanya chatgpt anjayyyy lu tinggal nanya dosen apa SUSAHNYA SIH BIAR GK MISKOM,-1
lala,@lala,2023-06-06T04:39:11.000Z,chatgpt itu yg bikin org sumedang kl kt dosen revan,0
Grok,@Grok,2026-01-14T15:22:01.000Z,"Seharusnya, kuliah fokus pada pemahaman mendalam dan pengembangan skill, bukan sekadar nilai tinggi. Aktif dengar materi, diskusi dengan dosen/teman, terapkan ilmu di proyek nyata, dan gunakan AI seperti ChatGPT sebagai pendukung, bukan pengganti usaha sendiri. Itu baru optimal!",-1
Saltyswallow,@Saltyswallow,2024-12-17T11:09:02.000Z,Ada ye orang UAS K4 masih pake chatgpt... ketauan dosen lagi suru keluar wowkowk,-1
mel (? ?? ??),@mel (? ?? ??),2024-12-12T01:54:13.000Z,kayanya chatgpt sama perplexity down karena dishutdown sama dosen gue,0
"Sweet, sweet music","@Sweet, sweet music",2024-04-28T14:04:05.000Z,ni dosen nyuruh make chatgpt mulu,1
"aksa,","@aksa,",2024-10-15T16:09:35.000Z,"kampret banget dosen ga pernah masuk kelas, utsnya minta tulis, materinya dikasih semua dari chatgpt rill 100% AI, gitu mah aku jg bisa bu",-1
Wahid,@Wahid,2025-09-25T16:53:42.000Z,"Pengalaman saya selama 5 semester, sekali-kali bolos emang ngga masalah. Apalagi kalo ikut kegiatan yg emang menunjang karir, daripada duduk di kelas dan ngga dengerin dosen,berakhir scroll tiktok dan shoppe. Makin kesini kuliah terlalu ngandelin chatgpt, dosen atau mahasiswanya.",-1
lana goals 900+,@lana goals 900+,2025-10-13T12:59:59.000Z,culture shock uts pas kuliah 1. cuma 1 mapel per hari 2. soal asli dibagiin sm dosen 3. dosen sendiri yg nyuruh pakai chatgpt 4. boleh open book tbc...,1
paw,@paw,2026-01-07T14:04:40.000Z,capek bgt sama dosen pengguna ChatGPT Premium,-1
nat,@nat,2025-04-01T14:44:04.000Z,apa hukumnya dosen pake chatgpt,0
amer,@amer,2024-10-08T12:19:00.000Z,temen gue ngisi form kritik dosen pake chatgpt anying,-1
?????,@?????,2023-11-07T17:05:03.000Z,Kuliah online yang ngajarin siapa? Dosen ChatGPT  SI LOGO BUNGA MELINGKER ITU HELP ME A LOT,1
taa ?,@taa ?,2024-09-23T01:52:13.000Z,dosen gue ngajarnya pake chatgpt bjirrr,-1
??'s,@??'s,2025-01-21T08:23:23.000Z,dosen mana lagi yg ngajar pake chatgpt dan nontoh kuliah univ lain,-1
TheFailedGeologist,@TheFailedGeologist,2024-11-30T04:59:09.000Z,Lebih mudeng belajar lewat chatgpt ketimbang ppt dosen�,1
Dr. Irvan Kartawiria,@Dr. Irvan Kartawiria,2023-02-22T02:56:43.000Z,"Setelah dosen-dosen berdiskusi dan menyepakati beberapa hal fundamental tentang penggunaan apps AI untuk kegiatan akademik di Fakultas saya, Pak Dekan akhirnya menyusun kebijakan formal, dengan cara... nyuruh ChatGPT bikinin draftnya.  Cerdas memang beliau",1
nei,@nei,2026-01-13T03:25:38.000Z,"sbnernya yg ngajar siapa sihh, ini dosen ku nyuruh ask chatgpt",-1
fadil,@fadil,2023-12-06T08:45:12.000Z,"Di aku, ada 1 matkul yang dosennya bahkan nyuruh kita pakai chatgpt, jadii kek di depan kelas pake infocus kita ulas jawaban chatgpt apakah sama dengan pendapat dosen. Dosennya bilang ""kalian boleh pake bantuan chat gpt tapii jangan ditelen mentah-mentah"" Kita mengkaji bareng�",1
mario,@mario,2024-04-03T02:20:32.000Z,"Penggunaan chatgpt diperbolehkan tapi harus all out, kalo setengah2 kagak diterima, dosen mane lagi yang beginii",1
h,@h,2023-06-22T14:03:57.000Z,lelah terkena plagiat? disuruh ketik ulang sama dosen? ez dek! chatgpt jawabannya!,1
Immanuel Satya Pekerti,@Immanuel Satya Pekerti,2024-02-22T16:07:39.000Z,Teman2 twitterku yang dosen atau mengajar apakah pernah kepikiran buat pake ChatGPT misalnya untuk membantu nyusun RPP?,0
Chella.,@Chella.,2023-11-06T03:50:23.000Z,Pernah ga si dosen lu malah ngajarin pake chatgpt,1
rur,@rur,2024-04-30T07:03:45.000Z,ini dosen statistik malah suruh pake chatgpt,1
tyas,@tyas,2023-10-31T07:43:56.000Z,bahaya dosen udah pada tau chatgpt,-1
vall,@vall,2024-11-06T03:13:41.000Z,sia-sia ak dicaci maki dosen statistik ak karna metpen ak rely on chatgpt bruhh,-1
nesa giri,@nesa giri,2024-09-28T00:07:06.000Z,"""isinya kosong mending tanya pake chatgpt"" plan-plan pak dosen...",-1
dev.,@dev.,2025-01-17T15:47:16.000Z,stop normalisasi dosen pake chatgpt,-1
bita,@bita,2024-07-20T09:47:48.000Z,"Kalo sering make chatgpt coba lah perhatikan kosakatanya. Perbendaharaan bahasanya. Khas banget. w jadi bisa membedakan mana tulisan hasil chatgpt sama yg hasil bikinan sendiri.   Dosen, guru, dan pengajar biar ga dikibulin murid mesti familiar dg chatgpt dan AI juga.",1
na,@na,2024-06-08T17:24:14.000Z,"the moment lo akhirnya close semua tabs gdrive docs bljr uas, ppt canva, ms point buat ppt dosen, emas, notion catetan, CHATGPT tuh rasanya kyk akhirnya gue bernapas panjang bjir bersih jg laptop dr beban uas WKWKWKWKWKWKWKWKKW",1
nimsay lagi skripsian,@nimsay lagi skripsian,2023-10-17T16:32:16.000Z,"GUE BISA GILA KALO BELAJAR GA PAKE CHATGPT! How could yall not writing ""*copy paragraf ppt dosen yang kalimatnya membingungkan* jelaskan maksud dari paragraf di atas"" at chatgpt!? How could yall understand ppt dosen!?",1
